ARTICULO,NOMBRE_ARTICULO, PRECIO COSTO , precio 4% , Precio Ofrecido sin IVA , PRECIO 20% , PRECIO 30% , PRECIO 40% ,PRECIO 50%,PRECIO 60%,PRECIO 80%,PRECIO 100%,Cost per Drug,Profit Margin 
10020047,MUCOLIT 200 MG * 10 SOBRES," ₡5,210.78 "," ₡5,419.21 "," ₡5,992.40 "," ₡6,252.94 "," ₡6,774.01 "," ₡7,295.09 "," ₡7,816.17 "," ₡8,337.25 "," ₡9,379.40 "," ₡10,421.56 "," ₡12,245.33 ", (0.81)
10020046,MUCOLIT 600 MG * 10 SOBRES," ₡15,000.00 "," ₡15,600.00 "," ₡17,250.00 "," ₡18,000.00 "," ₡19,500.00 "," ₡21,000.00 "," ₡22,500.00 "," ₡24,000.00 "," ₡27,000.00 "," ₡30,000.00 "," ₡35,250.00 ", (0.81)
10033094,MUCOSOLVAN AMPOLLAS *10," ₡2,530.97 "," ₡2,632.21 "," ₡2,910.62 "," ₡3,037.16 "," ₡3,290.26 "," ₡3,543.36 "," ₡3,796.46 "," ₡4,049.55 "," ₡4,555.75 "," ₡5,061.94 "," ₡5,947.78 ", (0.81)
90940254,MUEBLES REPISA," ₡2,876.11 "," ₡2,991.15 "," ₡3,307.53 "," ₡3,451.33 "," ₡3,738.94 "," ₡4,026.55 "," ₡4,314.17 "," ₡4,601.78 "," ₡5,177.00 "," ₡5,752.22 "," ₡6,758.86 ", (0.81)
60020019,MUGASIN LIMON 230G," ₡28,519.61 "," ₡29,660.39 "," ₡32,797.55 "," ₡34,223.53 "," ₡37,075.49 "," ₡39,927.45 "," ₡42,779.42 "," ₡45,631.38 "," ₡51,335.30 "," ₡57,039.22 "," ₡67,021.08 ", (0.81)
60020018,MUGASIN NARANJA 230G," ₡17,000.00 "," ₡17,680.00 "," ₡19,550.00 "," ₡20,400.00 "," ₡22,100.00 "," ₡23,800.00 "," ₡25,500.00 "," ₡27,200.00 "," ₡30,600.00 "," ₡34,000.00 "," ₡39,950.00 ", (0.81)
10010523,MULTIBIOTICOS CARAMELOS *200," ₡4,261.06 "," ₡4,431.50 "," ₡4,900.22 "," ₡5,113.27 "," ₡5,539.38 "," ₡5,965.48 "," ₡6,391.59 "," ₡6,817.70 "," ₡7,669.91 "," ₡8,522.12 "," ₡10,013.49 ", (0.81)
10090018,MULTIFLORA *14 SOBRES," ₡6,093.14 "," ₡6,336.87 "," ₡7,007.11 "," ₡7,311.77 "," ₡7,921.08 "," ₡8,530.40 "," ₡9,139.71 "," ₡9,749.02 "," ₡10,967.65 "," ₡12,186.28 "," ₡14,318.88 ", (0.81)
60040076,MULTIVITAMINICO PARA NIÑOS EL MANA X 100 GOMITAS," ₡15,350.00 "," ₡15,964.00 "," ₡17,652.50 "," ₡18,420.00 "," ₡19,955.00 "," ₡21,490.00 "," ₡23,025.00 "," ₡24,560.00 "," ₡27,630.00 "," ₡30,700.00 "," ₡36,072.50 ", (0.81)
16130016,MUPIRAL UNG.15 GRAMOS," ₡4,973.45 "," ₡5,172.39 "," ₡5,719.47 "," ₡5,968.14 "," ₡6,465.49 "," ₡6,962.83 "," ₡7,460.18 "," ₡7,957.52 "," ₡8,952.21 "," ₡9,946.90 "," ₡11,687.61 ", (0.81)
40410331,MUSTELA CREMA  MU24390 BLOQUEADOR SOLAR MUY ALTA," ₡6,529.41 "," ₡6,790.59 "," ₡7,508.82 "," ₡7,835.29 "," ₡8,488.23 "," ₡9,141.17 "," ₡9,794.12 "," ₡10,447.06 "," ₡11,752.94 "," ₡13,058.82 "," ₡15,344.11 ", (0.81)
40410225,MUSTELA JABON NUTRIPROTECT 150GRS MU24567, ₡331.86 , ₡345.13 , ₡381.64 , ₡398.23 , ₡431.42 , ₡464.60 , ₡497.79 , ₡530.98 , ₡597.35 , ₡663.72 , ₡779.87 , (0.81)
10132089,NADIXA CREMA 1 %," ₡13,200.00 "," ₡13,728.00 "," ₡15,180.00 "," ₡15,840.00 "," ₡17,160.00 "," ₡18,480.00 "," ₡19,800.00 "," ₡21,120.00 "," ₡23,760.00 "," ₡26,400.00 "," ₡31,020.00 ", (0.81)
70720015,NAFTALINAS 50 GRS," ₡6,385.00 "," ₡6,640.40 "," ₡7,342.75 "," ₡7,662.00 "," ₡8,300.50 "," ₡8,939.00 "," ₡9,577.50 "," ₡10,216.00 "," ₡11,493.00 "," ₡12,770.00 "," ₡15,004.75 ", (0.81)
80810235,NAN 1 OPTIPRO HM-O 900 GRS.," ₡12,825.00 "," ₡13,338.00 "," ₡14,748.75 "," ₡15,390.00 "," ₡16,672.50 "," ₡17,955.00 "," ₡19,237.50 "," ₡20,520.00 "," ₡23,085.00 "," ₡25,650.00 "," ₡30,138.75 ", (0.81)
80810238,NAN 2 OPTIPRO HM-0 400 GRS 6621.," ₡8,520.00 "," ₡8,860.80 "," ₡9,798.00 "," ₡10,224.00 "," ₡11,076.00 "," ₡11,928.00 "," ₡12,780.00 "," ₡13,632.00 "," ₡15,336.00 "," ₡17,040.00 "," ₡20,022.00 ", (0.81)
80810237,NAN 2 OPTIPRO HM-0 900 GRS," ₡18,480.00 "," ₡19,219.20 "," ₡21,252.00 "," ₡22,176.00 "," ₡24,024.00 "," ₡25,872.00 "," ₡27,720.00 "," ₡29,568.00 "," ₡33,264.00 "," ₡36,960.00 "," ₡43,428.00 ", (0.81)
80810131,NAN 3 800 GRS ( CONFORTIS).," ₡6,585.00 "," ₡6,848.40 "," ₡7,572.75 "," ₡7,902.00 "," ₡8,560.50 "," ₡9,219.00 "," ₡9,877.50 "," ₡10,536.00 "," ₡11,853.00 "," ₡13,170.00 "," ₡15,474.75 ", (0.81)
80810256,NAN 3 OPTIPRO 6X1.8 KG 4008 (RESG)," ₡9,025.00 "," ₡9,386.00 "," ₡10,378.75 "," ₡10,830.00 "," ₡11,732.50 "," ₡12,635.00 "," ₡13,537.50 "," ₡14,440.00 "," ₡16,245.00 "," ₡18,050.00 "," ₡21,208.75 ", (0.81)
80810056,NAN A.R.400 GRS.," ₡17,115.00 "," ₡17,799.60 "," ₡19,682.25 "," ₡20,538.00 "," ₡22,249.50 "," ₡23,961.00 "," ₡25,672.50 "," ₡27,384.00 "," ₡30,807.00 "," ₡34,230.00 "," ₡40,220.25 ", (0.81)
80810230,NAN AE LR OPTIPRO  400G.," ₡8,520.00 "," ₡8,860.80 "," ₡9,798.00 "," ₡10,224.00 "," ₡11,076.00 "," ₡11,928.00 "," ₡12,780.00 "," ₡13,632.00 "," ₡15,336.00 "," ₡17,040.00 "," ₡20,022.00 ", (0.81)
80810270,NAN AE LR OPTIPRO 800 GRS 8897," ₡15,335.00 "," ₡15,948.40 "," ₡17,635.25 "," ₡18,402.00 "," ₡19,935.50 "," ₡21,469.00 "," ₡23,002.50 "," ₡24,536.00 "," ₡27,603.00 "," ₡30,670.00 "," ₡36,037.25 ", (0.81)
80810091,NAN COMFORT 400G," ₡7,980.00 "," ₡8,299.20 "," ₡9,177.00 "," ₡9,576.00 "," ₡10,374.00 "," ₡11,172.00 "," ₡11,970.00 "," ₡12,768.00 "," ₡14,364.00 "," ₡15,960.00 "," ₡18,753.00 ", (0.81)
80810092,NAN COMFORT 800G," ₡6,745.00 "," ₡7,014.80 "," ₡7,756.75 "," ₡8,094.00 "," ₡8,768.50 "," ₡9,443.00 "," ₡10,117.50 "," ₡10,792.00 "," ₡12,141.00 "," ₡13,490.00 "," ₡15,850.75 ", (0.81)
80810057,NAN SIN LACTOSA 400 GRS," ₡8,504.90 "," ₡8,845.10 "," ₡9,780.64 "," ₡10,205.88 "," ₡11,056.37 "," ₡11,906.86 "," ₡12,757.35 "," ₡13,607.84 "," ₡15,308.82 "," ₡17,009.80 "," ₡19,986.52 ", (0.81)
80810002,NAN SOYA 400 GRS," ₡5,513.27 "," ₡5,733.80 "," ₡6,340.26 "," ₡6,615.92 "," ₡7,167.25 "," ₡7,718.58 "," ₡8,269.91 "," ₡8,821.23 "," ₡9,923.89 "," ₡11,026.54 "," ₡12,956.18 ", (0.81)
10070061,NAPHACEL OFTENO 15ML," ₡5,902.65 "," ₡6,138.76 "," ₡6,788.05 "," ₡7,083.18 "," ₡7,673.45 "," ₡8,263.71 "," ₡8,853.98 "," ₡9,444.24 "," ₡10,624.77 "," ₡11,805.30 "," ₡13,871.23 ", (0.81)
10080007,NASAMIST SPRAY NASAL NEILMED 75 ML," ₡5,902.65 "," ₡6,138.76 "," ₡6,788.05 "," ₡7,083.18 "," ₡7,673.45 "," ₡8,263.71 "," ₡8,853.98 "," ₡9,444.24 "," ₡10,624.77 "," ₡11,805.30 "," ₡13,871.23 ", (0.81)
10100072,NASOGEL ATOMIZADOR GEL SPRAY 30 ML," ₡5,818.63 "," ₡6,051.38 "," ₡6,691.42 "," ₡6,982.36 "," ₡7,564.22 "," ₡8,146.08 "," ₡8,727.95 "," ₡9,309.81 "," ₡10,473.53 "," ₡11,637.26 "," ₡13,673.78 ", (0.81)
10100072,NASOGEL ATOMIZADOR GEL SPRAY 30 ML," ₡26,946.08 "," ₡28,023.92 "," ₡30,987.99 "," ₡32,335.30 "," ₡35,029.90 "," ₡37,724.51 "," ₡40,419.12 "," ₡43,113.73 "," ₡48,502.94 "," ₡53,892.16 "," ₡63,323.29 ", (0.81)
10010526,NATELE *28 CAPS," ₡26,946.08 "," ₡28,023.92 "," ₡30,987.99 "," ₡32,335.30 "," ₡35,029.90 "," ₡37,724.51 "," ₡40,419.12 "," ₡43,113.73 "," ₡48,502.94 "," ₡53,892.16 "," ₡63,323.29 ", (0.81)
10010534,NEBILET 5 MG 28 COMPRIMIDOS," ₡25,965.69 "," ₡27,004.32 "," ₡29,860.54 "," ₡31,158.83 "," ₡33,755.40 "," ₡36,351.97 "," ₡38,948.54 "," ₡41,545.10 "," ₡46,738.24 "," ₡51,931.38 "," ₡61,019.37 ", (0.81)
10010534,NEBILET 5 MG 28 COMPRIMIDOS," ₡25,965.69 "," ₡27,004.32 "," ₡29,860.54 "," ₡31,158.83 "," ₡33,755.40 "," ₡36,351.97 "," ₡38,948.54 "," ₡41,545.10 "," ₡46,738.24 "," ₡51,931.38 "," ₡61,019.37 ", (0.81)
10010530,NEBILET PLUS 5 MG/12.5 28 COMPRIMIDOS," ₡5,808.82 "," ₡6,041.17 "," ₡6,680.14 "," ₡6,970.58 "," ₡7,551.47 "," ₡8,132.35 "," ₡8,713.23 "," ₡9,294.11 "," ₡10,455.88 "," ₡11,617.64 "," ₡13,650.73 ", (0.81)
10010530,NEBILET PLUS 5 MG/12.5 28 COMPRIMIDOS," ₡4,019.61 "," ₡4,180.39 "," ₡4,622.55 "," ₡4,823.53 "," ₡5,225.49 "," ₡5,627.45 "," ₡6,029.42 "," ₡6,431.38 "," ₡7,235.30 "," ₡8,039.22 "," ₡9,446.08 ", (0.81)
10040114,NEO MELUBRINA 250MG/100ML JBE," ₡4,078.43 "," ₡4,241.57 "," ₡4,690.19 "," ₡4,894.12 "," ₡5,301.96 "," ₡5,709.80 "," ₡6,117.65 "," ₡6,525.49 "," ₡7,341.17 "," ₡8,156.86 "," ₡9,584.31 ", (0.81)
10050030,NEO MELUBRINA GOTAS," ₡1,686.27 "," ₡1,753.72 "," ₡1,939.21 "," ₡2,023.52 "," ₡2,192.15 "," ₡2,360.78 "," ₡2,529.41 "," ₡2,698.03 "," ₡3,035.29 "," ₡3,372.54 "," ₡3,962.73 ", (0.81)
10110013,NEO MELUBRINA NIÑOS 300*5 SUPOS.," ₡5,448.73 "," ₡5,666.68 "," ₡6,266.04 "," ₡6,538.48 "," ₡7,083.35 "," ₡7,628.22 "," ₡8,173.10 "," ₡8,717.97 "," ₡9,807.71 "," ₡10,897.46 "," ₡12,804.52 ", (0.81)
16130017,NEOMICINA ALCAMES UNG.2% 15 GRS.," ₡64,784.31 "," ₡67,375.68 "," ₡74,501.96 "," ₡77,741.17 "," ₡84,219.60 "," ₡90,698.03 "," ₡97,176.47 "," ₡103,654.90 "," ₡116,611.76 "," ₡129,568.62 "," ₡152,243.13 ", (0.81)
10011496,NEOROLESS 20 MG * 15 TABLETAS," ₡3,470.59 "," ₡3,609.41 "," ₡3,991.18 "," ₡4,164.71 "," ₡4,511.77 "," ₡4,858.83 "," ₡5,205.89 "," ₡5,552.94 "," ₡6,247.06 "," ₡6,941.18 "," ₡8,155.89 ", (0.81)
10011906,NEOTIAPIM 300MG 30 COMP," ₡23,352.94 "," ₡24,287.06 "," ₡26,855.88 "," ₡28,023.53 "," ₡30,358.82 "," ₡32,694.12 "," ₡35,029.41 "," ₡37,364.70 "," ₡42,035.29 "," ₡46,705.88 "," ₡54,879.41 ", (0.81)
10070096,NEOTROL N.F COLIRIO 5ML," ₡1,216.81 "," ₡1,265.48 "," ₡1,399.33 "," ₡1,460.17 "," ₡1,581.85 "," ₡1,703.53 "," ₡1,825.22 "," ₡1,946.90 "," ₡2,190.26 "," ₡2,433.62 "," ₡2,859.50 ", (0.81)
10011839,NERVO TIAMIN-D * 100 TABS," ₡6,647.06 "," ₡6,912.94 "," ₡7,644.12 "," ₡7,976.47 "," ₡8,641.18 "," ₡9,305.88 "," ₡9,970.59 "," ₡10,635.30 "," ₡11,964.71 "," ₡13,294.12 "," ₡15,620.59 ", (0.81)
80810129,NESTUM TRIGO MIEL 200G," ₡23,000.00 "," ₡23,920.00 "," ₡26,450.00 "," ₡27,600.00 "," ₡29,900.00 "," ₡32,200.00 "," ₡34,500.00 "," ₡36,800.00 "," ₡41,400.00 "," ₡46,000.00 "," ₡54,050.00 ", (0.81)
10033097,NEUROBION 25 000 AMP 3ML X 1," ₡26,372.55 "," ₡27,427.45 "," ₡30,328.43 "," ₡31,647.06 "," ₡34,284.32 "," ₡36,921.57 "," ₡39,558.83 "," ₡42,196.08 "," ₡47,470.59 "," ₡52,745.10 "," ₡61,975.49 ", (0.81)
10010539,NEUROBION TAB X 120," ₡51,877.45 "," ₡53,952.55 "," ₡59,659.07 "," ₡62,252.94 "," ₡67,440.69 "," ₡72,628.43 "," ₡77,816.18 "," ₡83,003.92 "," ₡93,379.41 "," ₡103,754.90 "," ₡121,912.01 ", (0.81)
10010813,NEUROIPRAN 10MG * 30 TABLETAS," ₡1,486.73 "," ₡1,546.20 "," ₡1,709.74 "," ₡1,784.08 "," ₡1,932.75 "," ₡2,081.42 "," ₡2,230.10 "," ₡2,378.77 "," ₡2,676.11 "," ₡2,973.46 "," ₡3,493.82 ", (0.81)
10010951,NEUROIPRAN 20MG X 30 TAB., ₡884.96 , ₡920.36 ," ₡1,017.70 "," ₡1,061.95 "," ₡1,150.45 "," ₡1,238.94 "," ₡1,327.44 "," ₡1,415.94 "," ₡1,592.93 "," ₡1,769.92 "," ₡2,079.66 ", (0.81)
10140022,NEW SHAPE DURAZNO 1000 ML.," ₡1,482.30 "," ₡1,541.59 "," ₡1,704.65 "," ₡1,778.76 "," ₡1,926.99 "," ₡2,075.22 "," ₡2,223.45 "," ₡2,371.68 "," ₡2,668.14 "," ₡2,964.60 "," ₡3,483.41 ", (0.81)
10140027,NEW SHAPE DURAZNO 360 ML., ₡840.71 , ₡874.34 , ₡966.82 ," ₡1,008.85 "," ₡1,092.92 "," ₡1,176.99 "," ₡1,261.07 "," ₡1,345.14 "," ₡1,513.28 "," ₡1,681.42 "," ₡1,975.67 ", (0.81)
10140021,NEW SHAPE MANZANA 1000 ML, ₡880.53 , ₡915.75 ," ₡1,012.61 "," ₡1,056.64 "," ₡1,144.69 "," ₡1,232.74 "," ₡1,320.80 "," ₡1,408.85 "," ₡1,584.95 "," ₡1,761.06 "," ₡2,069.25 ", (0.81)
10140025,NEW SHAPE MANZANA 360 ML.," ₡3,210.78 "," ₡3,339.21 "," ₡3,692.40 "," ₡3,852.94 "," ₡4,174.01 "," ₡4,495.09 "," ₡4,816.17 "," ₡5,137.25 "," ₡5,779.40 "," ₡6,421.56 "," ₡7,545.33 ", (0.81)
10140024,NEW SHAPE TUTTI FRUTI 360 ML.," ₡4,890.00 "," ₡5,085.60 "," ₡5,623.50 "," ₡5,868.00 "," ₡6,357.00 "," ₡6,846.00 "," ₡7,335.00 "," ₡7,824.00 "," ₡8,802.00 "," ₡9,780.00 "," ₡11,491.50 ", (0.81)
10010532,NEWMUSFLEX 4 MG X 10 TABLETAS," ₡3,343.14 "," ₡3,476.87 "," ₡3,844.61 "," ₡4,011.77 "," ₡4,346.08 "," ₡4,680.40 "," ₡5,014.71 "," ₡5,349.02 "," ₡6,017.65 "," ₡6,686.28 "," ₡7,856.38 ", (0.81)
80810147,NIDO 1+ DESLACTOSADA 800 GRS," ₡3,146.30 "," ₡3,272.15 "," ₡3,618.25 "," ₡3,775.56 "," ₡4,090.19 "," ₡4,404.82 "," ₡4,719.45 "," ₡5,034.08 "," ₡5,663.34 "," ₡6,292.60 "," ₡7,393.81 ", (0.81)
10120028,NISTAT * 5 OVULOS," ₡3,146.30 "," ₡3,272.15 "," ₡3,618.25 "," ₡3,775.56 "," ₡4,090.19 "," ₡4,404.82 "," ₡4,719.45 "," ₡5,034.08 "," ₡5,663.34 "," ₡6,292.60 "," ₡7,393.81 ", (0.81)
10010547,NITAZOXONIDA LA SANTE 500*6 TABS," ₡10,416.67 "," ₡10,833.34 "," ₡11,979.17 "," ₡12,500.00 "," ₡13,541.67 "," ₡14,583.34 "," ₡15,625.01 "," ₡16,666.67 "," ₡18,750.01 "," ₡20,833.34 "," ₡24,479.17 ", (0.81)
10010547,NITAZOXONIDA LA SANTE 500*6 TABS," ₡4,269.91 "," ₡4,440.71 "," ₡4,910.40 "," ₡5,123.89 "," ₡5,550.88 "," ₡5,977.87 "," ₡6,404.87 "," ₡6,831.86 "," ₡7,685.84 "," ₡8,539.82 "," ₡10,034.29 ", (0.81)
10132094,NIZORAL CHAMPU GEL 100 ML.," ₡2,230.09 "," ₡2,319.29 "," ₡2,564.60 "," ₡2,676.11 "," ₡2,899.12 "," ₡3,122.13 "," ₡3,345.14 "," ₡3,568.14 "," ₡4,014.16 "," ₡4,460.18 "," ₡5,240.71 ", (0.81)
40410239,NO-AD SPF 30 ULTRA 250 2323," ₡5,238.94 "," ₡5,448.50 "," ₡6,024.78 "," ₡6,286.73 "," ₡6,810.62 "," ₡7,334.52 "," ₡7,858.41 "," ₡8,382.30 "," ₡9,430.09 "," ₡10,477.88 "," ₡12,311.51 ", (0.81)
40410244,NO-AD SPF 30 ULTRA 89 ML.2811," ₡5,137.17 "," ₡5,342.66 "," ₡5,907.75 "," ₡6,164.60 "," ₡6,678.32 "," ₡7,192.04 "," ₡7,705.76 "," ₡8,219.47 "," ₡9,246.91 "," ₡10,274.34 "," ₡12,072.35 ", (0.81)
40410242,NO-AD SPF 50 250 BABIES MAX," ₡6,548.67 "," ₡6,810.62 "," ₡7,530.97 "," ₡7,858.40 "," ₡8,513.27 "," ₡9,168.14 "," ₡9,823.01 "," ₡10,477.87 "," ₡11,787.61 "," ₡13,097.34 "," ₡15,389.37 ", (0.81)
40410247,NO-AD SPF 50 250 LM. KIDS MAX," ₡2,833.33 "," ₡2,946.66 "," ₡3,258.33 "," ₡3,400.00 "," ₡3,683.33 "," ₡3,966.66 "," ₡4,250.00 "," ₡4,533.33 "," ₡5,099.99 "," ₡5,666.66 "," ₡6,658.33 ", (0.81)
40410934,NO-AD SPF 50 SUN CARE 475 ML.," ₡4,387.25 "," ₡4,562.74 "," ₡5,045.34 "," ₡5,264.70 "," ₡5,703.43 "," ₡6,142.15 "," ₡6,580.88 "," ₡7,019.60 "," ₡7,897.05 "," ₡8,774.50 "," ₡10,310.04 ", (0.81)
14030007,NOFERTYL INYECTABLE *1ML," ₡4,475.49 "," ₡4,654.51 "," ₡5,146.81 "," ₡5,370.59 "," ₡5,818.14 "," ₡6,265.69 "," ₡6,713.24 "," ₡7,160.78 "," ₡8,055.88 "," ₡8,950.98 "," ₡10,517.40 ", (0.81)
14010031,NORGYL TAB X 21," ₡26,965.69 "," ₡28,044.32 "," ₡31,010.54 "," ₡32,358.83 "," ₡35,055.40 "," ₡37,751.97 "," ₡40,448.54 "," ₡43,145.10 "," ₡48,538.24 "," ₡53,931.38 "," ₡63,369.37 ", (0.81)
14010032,NORGYLEN TAB X 21," ₡6,014.71 "," ₡6,255.30 "," ₡6,916.92 "," ₡7,217.65 "," ₡7,819.12 "," ₡8,420.59 "," ₡9,022.07 "," ₡9,623.54 "," ₡10,826.48 "," ₡12,029.42 "," ₡14,134.57 ", (0.81)
10010956,NORVASC 5 TAB X 30," ₡8,436.27 "," ₡8,773.72 "," ₡9,701.71 "," ₡10,123.52 "," ₡10,967.15 "," ₡11,810.78 "," ₡12,654.41 "," ₡13,498.03 "," ₡15,185.29 "," ₡16,872.54 "," ₡19,825.23 ", (0.81)
10011208,NOXADINE * 10 TABLETAS," ₡16,343.14 "," ₡16,996.87 "," ₡18,794.61 "," ₡19,611.77 "," ₡21,246.08 "," ₡22,880.40 "," ₡24,514.71 "," ₡26,149.02 "," ₡29,417.65 "," ₡32,686.28 "," ₡38,406.38 ", (0.81)
10010560,NUCLEO CMP TAB * 30," ₡10,681.42 "," ₡11,108.68 "," ₡12,283.63 "," ₡12,817.70 "," ₡13,885.85 "," ₡14,953.99 "," ₡16,022.13 "," ₡17,090.27 "," ₡19,226.56 "," ₡21,362.84 "," ₡25,101.34 ", (0.81)
80810244,NUTRIGEL ADVANCE MANDARINA X 30 STICK PACK.," ₡8,792.04 "," ₡9,143.72 "," ₡10,110.85 "," ₡10,550.45 "," ₡11,429.65 "," ₡12,308.86 "," ₡13,188.06 "," ₡14,067.26 "," ₡15,825.67 "," ₡17,584.08 "," ₡20,661.29 ", (0.81)
40420798,ODDENT ACIDO HIALURONICO COLUTORIO," ₡7,480.00 "," ₡7,779.20 "," ₡8,602.00 "," ₡8,976.00 "," ₡9,724.00 "," ₡10,472.00 "," ₡11,220.00 "," ₡11,968.00 "," ₡13,464.00 "," ₡14,960.00 "," ₡17,578.00 ", (0.81)
40427167,ODDENT ACIDO HIALURONICO SPRAY 20 ML," ₡6,535.00 "," ₡6,796.40 "," ₡7,515.25 "," ₡7,842.00 "," ₡8,495.50 "," ₡9,149.00 "," ₡9,802.50 "," ₡10,456.00 "," ₡11,763.00 "," ₡13,070.00 "," ₡15,357.25 ", (0.81)
40420797,ODDENT B5 75 ML. PASTA," ₡7,044.25 "," ₡7,326.02 "," ₡8,100.89 "," ₡8,453.10 "," ₡9,157.53 "," ₡9,861.95 "," ₡10,566.38 "," ₡11,270.80 "," ₡12,679.65 "," ₡14,088.50 "," ₡16,553.99 ", (0.81)
40420796,ODDENT DESEN. PASTA75 ML," ₡6,495.58 "," ₡6,755.40 "," ₡7,469.92 "," ₡7,794.70 "," ₡8,444.25 "," ₡9,093.81 "," ₡9,743.37 "," ₡10,392.93 "," ₡11,692.04 "," ₡12,991.16 "," ₡15,264.61 ", (0.81)
40420795,ODDENT DESENSIBILIZANTE 250ML," ₡6,469.03 "," ₡6,727.79 "," ₡7,439.38 "," ₡7,762.84 "," ₡8,409.74 "," ₡9,056.64 "," ₡9,703.55 "," ₡10,350.45 "," ₡11,644.25 "," ₡12,938.06 "," ₡15,202.22 ", (0.81)
40425953,ODDENT FLUOR INFANTIL 500 ML  COLUTORIO 0% ALCOHOL," ₡5,750.00 "," ₡5,980.00 "," ₡6,612.50 "," ₡6,900.00 "," ₡7,475.00 "," ₡8,050.00 "," ₡8,625.00 "," ₡9,200.00 "," ₡10,350.00 "," ₡11,500.00 "," ₡13,512.50 ", (0.81)
40420793,ODDENT GINGIVAL 250 ML.," ₡9,524.51 "," ₡9,905.49 "," ₡10,953.19 "," ₡11,429.41 "," ₡12,381.86 "," ₡13,334.31 "," ₡14,286.77 "," ₡15,239.22 "," ₡17,144.12 "," ₡19,049.02 "," ₡22,382.60 ", (0.81)
10070115,"OFTAFILM SP SULUCION OFTAMICA 0,4% 10 ML,"," ₡2,415.93 "," ₡2,512.57 "," ₡2,778.32 "," ₡2,899.12 "," ₡3,140.71 "," ₡3,382.30 "," ₡3,623.90 "," ₡3,865.49 "," ₡4,348.67 "," ₡4,831.86 "," ₡5,677.44 ", (0.81)
10070003,OFTALER 0.05% FORTE GOTAS  OFTALMICAS 10ML," ₡2,264.71 "," ₡2,355.30 "," ₡2,604.42 "," ₡2,717.65 "," ₡2,944.12 "," ₡3,170.59 "," ₡3,397.07 "," ₡3,623.54 "," ₡4,076.48 "," ₡4,529.42 "," ₡5,322.07 ", (0.81)
40427488,OLEOS GRISI SHOWER CLEAN CORPORAL 450ML," ₡10,800.00 "," ₡11,232.00 "," ₡12,420.00 "," ₡12,960.00 "," ₡14,040.00 "," ₡15,120.00 "," ₡16,200.00 "," ₡17,280.00 "," ₡19,440.00 "," ₡21,600.00 "," ₡25,380.00 ", (0.81)
60010049,OMEGA 3* 40 CAPS TOTAL," ₡1,574.62 "," ₡1,637.60 "," ₡1,810.81 "," ₡1,889.54 "," ₡2,047.01 "," ₡2,204.47 "," ₡2,361.93 "," ₡2,519.39 "," ₡2,834.32 "," ₡3,149.24 "," ₡3,700.36 ", (0.81)
10020040,OPRESSA SDU 900MG/100MG DIOSMINA HESPERIDINA * 15," ₡2,022.12 "," ₡2,103.00 "," ₡2,325.44 "," ₡2,426.54 "," ₡2,628.76 "," ₡2,830.97 "," ₡3,033.18 "," ₡3,235.39 "," ₡3,639.82 "," ₡4,044.24 "," ₡4,751.98 ", (0.81)
90955451,ORAL B CEP COMPLET 40 SUAVE 3X2," ₡5,304.45 "," ₡5,516.63 "," ₡6,100.12 "," ₡6,365.34 "," ₡6,895.79 "," ₡7,426.23 "," ₡7,956.68 "," ₡8,487.12 "," ₡9,548.01 "," ₡10,608.90 "," ₡12,465.46 ", (0.81)
90955452,"ORAL B CEP CROSS ACT,PRO-SALUD"," ₡3,176.47 "," ₡3,303.53 "," ₡3,652.94 "," ₡3,811.76 "," ₡4,129.41 "," ₡4,447.06 "," ₡4,764.71 "," ₡5,082.35 "," ₡5,717.65 "," ₡6,352.94 "," ₡7,464.70 ", (0.81)
90955205,ORTHO KIN DENTIFRICO ANTICARIES-PLACA 75 ML," ₡5,441.18 "," ₡5,658.83 "," ₡6,257.36 "," ₡6,529.42 "," ₡7,073.53 "," ₡7,617.65 "," ₡8,161.77 "," ₡8,705.89 "," ₡9,794.12 "," ₡10,882.36 "," ₡12,786.77 ", (0.81)
10060005,OTOGEN 15ML GOTAS," ₡5,441.18 "," ₡5,658.83 "," ₡6,257.36 "," ₡6,529.42 "," ₡7,073.53 "," ₡7,617.65 "," ₡8,161.77 "," ₡8,705.89 "," ₡9,794.12 "," ₡10,882.36 "," ₡12,786.77 ", (0.81)
10060004,OTOMIC GTS 15 ML," ₡38,480.00 "," ₡40,019.20 "," ₡44,252.00 "," ₡46,176.00 "," ₡50,024.00 "," ₡53,872.00 "," ₡57,720.00 "," ₡61,568.00 "," ₡69,264.00 "," ₡76,960.00 "," ₡90,428.00 ", (0.81)
10060004,OTOMIC GTS 15 ML," ₡4,931.37 "," ₡5,128.62 "," ₡5,671.08 "," ₡5,917.64 "," ₡6,410.78 "," ₡6,903.92 "," ₡7,397.06 "," ₡7,890.19 "," ₡8,876.47 "," ₡9,862.74 "," ₡11,588.72 ", (0.81)
50510095,OTOSCOPIO DELUXE.," ₡3,156.86 "," ₡3,283.13 "," ₡3,630.39 "," ₡3,788.23 "," ₡4,103.92 "," ₡4,419.60 "," ₡4,735.29 "," ₡5,050.98 "," ₡5,682.35 "," ₡6,313.72 "," ₡7,418.62 ", (0.81)
